"peak","accessibility_score"
"chr22-38397130-38399567",335
"chr22-50625836-50629176",335
"chr4-102759826-102761803",335
"chr6-136822026-136823465",335
"chr7-5822412-5824779",335
"chr9-128770958-128772651",335
"chrX-1591197-1593189",335
"chr1-1324119-1325888",334
"chr1-42922877-42925288",334
"chr10-22002387-22004331",334
"chr11-106021633-106022937",334
"chr12-106954724-106957483",334
"chr12-121686652-121687783",334
"chr13-99353924-99358377",334
"chr15-40694108-40696097",334
"chr18-79392654-79397060",334
"chr19-6458893-6461104",334
"chr2-39119213-39121829",334
"chr2-181456411-181459233",334
"chr2-218892042-218894714",334
"chr20-3172266-3174604",334
"chr22-20130252-20132867",334
"chr3-58305747-58308041",334
"chr3-197959593-197960984",334
"chr4-83454790-83456536",334
"chr6-32189127-32193195",334
"chr6-41545361-41549109",334
"chr6-118934087-118935591",334
"chr8-22244340-22246402",334
"chr8-120808558-120812725",334
"chr9-70258042-70259734",334
"chr9-93056913-93062742",334
"chr9-132943896-132945544",334
"chr9-137253125-137256083",334
"chr1-55212752-55216294",333
"chr1-155933655-155935070",333
"chr11-18526173-18527999",333
"chr11-73779025-73780111",333
"chr14-68813946-68817221",333
"chr16-4115087-4117121",333
"chr16-89189541-89195928",333
"chr17-996272-997601",333
"chr17-1829259-1830803",333
"chr17-32876169-32877879",333
"chr17-51152914-51154379",333
"chr17-81710403-81713060",333
"chr19-2784843-2786237",333
"chr19-29605234-29606874",333
"chr19-38385059-38390349",333
"chr19-40689301-40692657",333
"chr19-56403374-56405023",333
"chr2-26785332-26787035",333
"chr2-61853344-61855393",333
"chr2-86105248-86106732",333
"chr20-33719569-33721004",333
"chr20-63215265-63217291",333
"chr3-53346750-53348317",333
"chr3-129182345-129184693",333
"chr3-195894526-195897458",333
"chr3-196638860-196643983",333
"chr5-173615790-173617132",333
"chr5-177005644-177007405",333
"chr6-30646430-30648160",333
"chr7-123747582-123749866",333
"chr8-42269818-42272189",333
"chr8-140596493-140599312",333
"chr9-127611546-127613677",333
"chr9-127926631-127931789",333
"chrX-78103468-78105333",333
"chr1-26305619-26308844",332
"chr1-28580393-28583245",332
"chr1-111448308-111450029",332
"chr1-205812309-205814087",332
"chr11-18697517-18700696",332
"chr11-71451859-71454045",332
"chr11-72792769-72795157",332
"chr14-34461519-34463224",332
"chr15-55407498-55408933",332
"chr15-60590953-60593340",332
"chr15-74937316-74938706",332
"chr16-11583991-11587777",332
"chr16-87316732-87318126",332
"chr17-42154194-42155767",332
"chr17-76491356-76494438",332
"chr19-4123363-4124694",332
"chr19-11345405-11347235",332
"chr2-71129679-71131224",332
"chr2-134119388-134121829",332
"chr2-191020011-191021485",332
"chr2-234288845-234293221",332
"chr20-38032811-38034480",332
"chr21-17611161-17613637",332
"chr21-42218422-42220872",332
"chr22-30591337-30592719",332
"chr22-44180129-44183383",332
"chr22-44497260-44498875",332
"chr3-122415261-122416902",332
"chr3-171457590-171461539",332
"chr5-87411582-87413588",332
"chr6-44126489-44128953",332
"chr6-155313618-155315439",332
"chr7-25179577-25181073",332
"chr9-77176702-77179237",332
"chr9-113400706-113401952",332
"chrX-48573652-48575224",332
"chr1-1272796-1275292",331
"chr1-21342975-21346261",331
"chr1-152034318-152037430",331
"chr1-228457098-228459605",331
"chr10-63266714-63269644",331
"chr10-63520632-63522719",331
"chr10-101693671-101695741",331
"chr10-102244813-102246325",331
"chr11-67613413-67616568",331
"chr11-75349567-75353114",331
"chr11-113874747-113876282",331
"chr12-8081290-8083061",331
"chr12-116818107-116819967",331
"chr15-64823511-64826384",331
"chr16-3610573-3612389",331
"chr16-25256913-25259096",331
"chr16-27366985-27368691",331
"chr16-84503948-84505447",331
"chr17-82291708-82294164",331
"chr19-7098629-7099911",331
"chr19-19319910-19321911",331
"chr19-57362889-57364133",331
"chr3-49939523-49940911",331
"chr3-196867322-196868778",331
"chr4-48830506-48831809",331
"chr4-185202479-185204669",331
"chr6-52994685-52997067",331
"chr6-75283721-75285677",331
"chr9-33158430-33162016",331
"chr1-169485056-169486759",330
"chr1-229624920-229626923",330
"chr10-71850484-71852947",330
"chr11-8963458-8965402",330
"chr11-57740857-57742474",330
"chr11-61361276-61362966",330
"chr12-47812129-47814936",330
"chr14-102361988-102363983",330
"chr15-85792916-85795503",330
"chr15-101294003-101295945",330
"chr16-4766374-4769758",330
"chr19-924569-929185",330
"chr19-12293622-12295433",330
"chr2-24359571-24361353",330
"chr2-85434620-85438905",330
"chr2-240620807-240625789",330
"chr21-34614184-34615849",330
"chr22-17637843-17639977",330
"chr22-42069821-42071518",330
"chr22-46295708-46297601",330
"chr22-50243858-50246771",330
"chr3-45592830-45597770",330
"chr3-120348146-120350053",330
"chr4-139014853-139016558",330
"chr5-69368714-69370420",330
"chr6-3258326-3260081",330
"chr7-128862139-128863912",330
"chr8-67342419-67344447",330
"chr8-91069418-91070948",330
"chr1-37807433-37809366",329
"chr1-116569542-116571911",329
"chr10-133356045-133360309",329
"chr11-96389197-96390724",329
"chr12-1690422-1691857",329
"chr12-14802635-14804216",329
"chr12-65168696-65170990",329
"chr13-111153043-111154516",329
"chr14-24212494-24214079",329
"chr15-64988946-64990423",329
"chr16-70250875-70252475",329
"chr17-16535325-16537306",329
"chr19-11596757-11598226",329
"chr2-20446252-20448685",329
"chr2-68156866-68158465",329
"chr2-126655561-126659751",329
"chr22-50303379-50309650",329
"chr3-69051046-69052905",329
"chr4-24583351-24585142",329
"chr4-185469529-185472179",329
"chr5-55533980-55535653",329
"chr5-112975949-112978032",329
"chr6-26054546-26057184",329
"chr6-99424568-99426312",329
"chr7-6348154-6349540",329
"chr7-142807647-142809886",329
"chr7-150404151-150409375",329
"chr9-133990980-133994820",329
"chr1-6198900-6200353",328
"chr1-16612119-16614712",328
"chr1-181021815-181023770",328
"chr1-225923460-225924918",328
"chr10-72353627-72355558",328
"chr10-99430114-99431693",328
"chr10-102431875-102436260",328
"chr15-64095422-64097067",328
"chr15-84715367-84717259",328
"chr16-2339670-2342195",328
"chr16-88802000-88806626",328
"chr17-1107317-1112243",328
"chr17-32486096-32488062",328
"chr18-13135930-13138839",328
"chr19-10194074-10195643",328
"chr19-42422480-42424633",328
"chr19-55079957-55082865",328
"chr2-24792596-24794014",328
"chr2-180979874-180981616",328
"chr2-222860525-222862107",328
"chr20-35454329-35455973",328
"chr3-157088398-157090267",328
"chr5-610956-612968",328
"chr5-1385386-1387519",328
"chr5-32443275-32445227",328
"chr5-59038301-59040617",328
"chr6-10747031-10748384",328
"chr7-100705156-100706870",328
"chr7-116862063-116863503",328
"chrX-1534234-1537981",328
"chr1-11680260-11681992",327
"chr1-24963242-24967123",327
"chr1-234599339-234602091",327
"chr12-66301891-66304965",327
"chr12-121671567-121673445",327
"chr13-94548609-94550387",327
"chr14-74881253-74883009",327
"chr15-34101256-34102541",327
"chr16-88684880-88687486",327
"chr17-1490487-1493860",327
"chr17-18857545-18858810",327
"chr17-38351341-38353290",327
"chr17-39729781-39731112",327
"chr17-50718878-50720349",327
"chr18-35343534-35344962",327
"chr19-9309073-9310515",327
"chr2-97645061-97646670",327
"chr2-135875480-135877040",327
"chr2-160406671-160408363",327
"chr2-202264831-202267696",327
"chr2-226790939-226792373",327
"chr22-50473115-50475859",327
"chr5-146182041-146183368",327
"chr6-27871644-27874097",327
"chr6-53064559-53066461",327
"chr7-974216-976209",327
"chr7-6446912-6449337",327
"chr7-149261350-149262942",327
"chr8-23246142-23247367",327
"chr8-90644764-90646937",327
"chr8-144516743-144518719",327
"chr1-1012790-1015706",326
"chr1-110033996-110035573",326
"chr1-156212477-156213804",326
"chr1-235127864-235129424",326
"chr1-248872750-248874769",326
"chr10-102743415-102744900",326
"chr11-64923677-64925442",326
"chr11-65121302-65122950",326
"chr13-20772996-20774425",326
"chr14-24310204-24312360",326
"chr15-44287647-44289611",326
"chr15-75624812-75626612",326
"chr15-99250801-99252043",326
"chr16-29862477-29864051",326
"chr16-30095016-30097280",326
"chr16-50065502-50067871",326
"chr17-29138511-29141831",326
"chr17-74211781-74214564",326
"chr19-3698976-3701050",326
"chr19-14030565-14032886",326
"chr19-18020884-18024632",326
"chr19-39444693-39446230",326
"chr19-40612909-40615451",326
"chr2-108448479-108450117",326
"chr21-31659093-31660709",326
"chr3-141230889-141232980",326
"chr4-2789928-2795931",326
"chr6-44386886-44388522",326
"chr7-30504159-30505606",326
"chr7-128738618-128740169",326
"chr9-104747194-104748891",326
"chr9-111896093-111898343",326
"chr1-27658738-27660786",325
"chr1-36305777-36308042",325
"chr1-45499363-45500759",325
"chr1-46339916-46342542",325
"chr1-155687900-155689638",325
"chr11-2901327-2903389",325
"chr11-77065858-77067743",325
"chr12-118375880-118378325",325
"chr15-45401669-45403770",325
"chr15-48330783-48332572",325
"chr15-79896103-79898136",325
"chr17-18260029-18261924",325
"chr17-40218284-40220312",325
"chr17-67717219-67718710",325
"chr17-78341343-78344852",325
"chr19-10501895-10503923",325
"chr19-16896056-16898208",325
"chr2-190533539-190535323",325
"chr2-197434405-197436225",325
"chr22-50250319-50253267",325
"chr3-123201276-123202778",325
"chr4-152778830-152780761",325
"chr6-17599841-17601521",325
"chr6-89828769-89830317",325
"chr6-110178531-110180840",325
"chr7-42931390-42933153",325
"chr8-80029438-80030765",325
"chr9-19229768-19231581",325
"chr9-37485269-37486896",325
"chr1-84572899-84574982",324
"chr1-145956850-145958576",324
"chr10-22712883-22715230",324
"chr10-89250989-89252412",324
"chr11-68029541-68031503",324
"chr11-119380455-119382353",324
"chr12-3751910-3754159",324
"chr12-57212875-57218522",324
"chr12-66168995-66170467",324
"chr14-91243300-91246854",324
"chr17-29389763-29391780",324
"chr17-42275272-42277724",324
"chr17-45050674-45052811",324
"chr17-50558567-50563922",324
"chr17-67992628-67994350",324
"chr2-131104306-131106770",324
"chr20-57708091-57711040",324
"chr21-45286794-45288837",324
